,name,rating,review
246,Bikanerwala,4.0,he best part about bikanerwala is you get quality and taste both at extremely reasonable ratesPerfect for random snacking with friends and familyGotta love their kachoris and dhokla 
247,Bikanerwala,5.0,
248,Bikanerwala,1.0,
249,Bikanerwala,5.0,
250,Bikanerwala,5.0,
251,Tandoor Restaurant,5.0,I have been a regular customer to this place and its been almost ten years now and they are still as kind as I found them on my first day there The food the ambience the staff everything is now familiar to me Recently the manager got to know about us as we wrote the reviews on given receipt when it was my fiances birthday and he called us to personally thank us as we had been a regular customer from years I must say that this place has everything and I love going there as the food is always light tasty and sufficient in quantity If you want a place to chill and talk or ho with family friends or your lover this one is a perfect place
252,Tandoor Restaurant,4.0,
253,Tandoor Restaurant,4.0,
254,Tandoor Restaurant,5.0,
255,Tandoor Restaurant,1.0,wful food with high pricing Ill never want to visit this place again
256,Hot Stuff,1.0,Ordered a cheese pizza but the taste was pathetic
257,Hot Stuff,4.0,
258,Hot Stuff,5.0,Not to hidethey give the best Pizza That Chilli Paneer One is my all time favoritesuch a mouth watering feel  And how that cheese rolls downUggh
259,Hot Stuff,5.0,Well place is very quite inside the restaurant and an old restaurant in middle of the city of civil lines  When i visited ordered chole bhatore and that goes with my expectation which is great so sometimes i odered online  and tryied cheese burger which is quite good and they give us mash potatoes i used to keep it inside the burger and with extra ketchup and enjoy it its actualy better to eat like that and better than those restourants who give those foodburgers items in heavy price  and it taste is delicious  Pizza items are also amazing i used like to go with chilli panner pizza and chilli chicken pizza both pizzas are awsome in taste and with afordable price The restaurant having a self service and the only issuse is they keep you waiting in serving food items there
260,Hot Stuff,3.0,Hotstuff was a hit during my school days It still is going well but a little renovation wont do any harm They serve food at very affordable prices
261,The Tamarind Tree,5.0,
262,The Tamarind Tree,4.0,
263,The Tamarind Tree,4.0,Loved this place a perfect place for authentic south indian foodsMust visit
264,The Tamarind Tree,1.0,
265,The Tamarind Tree,5.0,he south Indian food of the tamarind tree gives you perfect satisfaction Not too spicy just perfect Panchvarna uttapam dosas idlis everything tastes great Its also a good dining place Its particular menu is south indian and Chinese
266,Gay Time Restaurant,4.0,Coming to my order I ordered chicken biryani  and veg noodles both tasted good and the portion was sufficient for two people   More specifically the taste of both the dishes was full of flavour not very spicy a good option to try food from 
267,Gay Time Restaurant,4.0,
268,Gay Time Restaurant,1.0,
269,Gay Time Restaurant,5.0,
270,Gay Time Restaurant,3.0,
271,The Second Wife,1.0,hey send us wrong thing and when we call on their no They say no its not second wife restaurant so dont order here because we didnt post anything wrong because we are  food bloogers of allahabad
272,The Second Wife,5.0,Good food with good dining
273,The Second Wife,4.0,he veg chowmein was quiet goodChilli potatoes were not spicy and were tastelessAmbience was great and staff was also very nice
274,The Second Wife,5.0,
275,The Second Wife,1.0,just waste of money I have ordered paneer butter masala full for dinner very bad taste without salt It is sugar based and worst I will never order from second wife further
276,Baba Biryani,5.0,
277,Baba Biryani,4.0,Not even  half of legendary baba biryani of Kanpur but still the best in Prayagrajthe worst food city in India
278,Baba Biryani,5.0,
279,Baba Biryani,5.0,
280,Baba Biryani,5.0,
281,Meals on Wheels,4.0,
282,Meals on Wheels,5.0,
283,Meals on Wheels,5.0,
284,Meals on Wheels,5.0,
285,Meals on Wheels,4.0,
286,Maharani Zaika,5.0,Superb food
287,Maharani Zaika,1.0,he staff at Maharani zaika is extremely uncooperative and rude They have no respect for their customersAlso I heard this from other friends but I myself also experienced this
288,Maharani Zaika,5.0,oday on 31 Jan two delivery of Rajat mishra and Ajay Srivastava was on time and they are very gentle with that food is awesome 
289,Maharani Zaika,5.0,
290,Maharani Zaika,5.0,Nice place for lunch nd dinnerfood quality is superbfresh nd yummyquick service nd also the staff treated very well
291,Balaji Idli House,5.0,
292,Balaji Idli House,5.0,
293,Balaji Idli House,5.0,
294,Balaji Idli House,5.0,
295,Balaji Idli House,2.0,Long waiting time
296,Old Town,5.0,
297,Old Town,1.0,Its really very bad yrr dont ever buy a mushroom masala here tandoor size is very large washroom are really very bad Paneer lolipop is literally good We wish for a good facilities in future
298,Old Town,1.0,            
299,Old Town,5.0,
300,Old Town,2.0,
301,Bliss Restro,1.0,
302,Bliss Restro,1.0,
303,Bliss Restro,1.0,I dont have option of zero star otherwise Ill give that Chilly potato is not even cooked properly and it seems like oil is pour in chawmin Worst experience till now Please at least cook the food properly I can wait
304,Bliss Restro,3.0,
305,Bliss Restro,3.0,
306,Indish,1.0,
307,Indish,1.0,
308,Indish,3.0,mbience is nice but the food is patheticService is extremely slowOrdered chilli potato which was full of oil as you can see in the picture and even dead insects were there in that oilAsked them to change it on which they took it inside  removed the insects and brought it back againCream of mushroom soup was plain and flavourlessPrices are low but the food is really badOnly the ambience of the place is good
309,Indish,5.0,My first experience with indish wasnt good But since then almost a year today I must say that they have really really improved on their food quality I havent tried the entire menu but I would strongly recommend this place for Chinese food
310,Indish,1.0,I so wish to go back in time and undo visiting this place As I had not been to this place and the urge to try it out compelled me to pay a visit  Nice and simple interior quite and spacious place with comfortable seating Menu is vast and pricing is nominal  I ordered Golden Fry Babycorn Fish Fingers Golden Fry Prawns and Cold Drinks for starter  Waiting time was more than 30 minutes and they served cold drinks without starters Lousy service and lathargic staff also the place is understaffed  After such a long wait cold food was served fish fingers being a little warm Coming to taste nothing tasted good  Disappointed with starters so obviously didnt order main course  Settled the bill and left the place with a mindset of never ever going back What a waste of money and time
311,Mahima Restaurant,1.0,
312,Mahima Restaurant,5.0,
313,Mahima Restaurant,5.0,
314,Mahima Restaurant,5.0,
315,Mahima Restaurant,5.0,
316,Zimana,5.0,
317,Zimana,5.0,
318,Zimana,3.0,Went here few months back and tried their veg sizzlerFound it nice but there wasnt any wow element in itCan work on its presentation and few elements as wellSeating space is subtle yet beautiful Staff is attentive though order preparation may take time depending on dish ordered
319,Zimana,4.0,I have recently organised my mother Bday party at Zimana and let me tell you that my experience was just out of the world I dont live in Allahabad anymore however my parents are still there I wanted to organise a party but problem was that I was not in the same city however when I got in touch with the staff of Ziamana Restaurant my all worries were very well taken care of the party was organised and well executed by the staff and every coordination bit was done over the phone Also my each and every guest was all gango about food quality and ambience as well and not to mention the polite and courteous staff as well I would highly recommend if any one of you looking for good quality food and ambience guys you have arrived at the right place and this I can vouch for it out of my sheer experience Team Zimana keep rocking and keep shinning and keep making good food and that too quality food which you dont get nowadays Cheers
320,Zimana,5.0,Best veg Restaurant elaborate menu good quantity fast service good ambience and very good staff Best
321,Mr. Dewsis - Platinum Inn,5.0,
322,Mr. Dewsis - Platinum Inn,5.0,
323,Mr. Dewsis - Platinum Inn,1.0,
324,Mr. Dewsis - Platinum Inn,1.0,al makani and punjabi chicken is like hell I never had taste taste like this please dont make fool
325,Mr. Dewsis - Platinum Inn,4.0,i can still cannot get over of dal makhani of this placeit was much much similar to what my mom makesand the pulao and reshmi paratha were as equally tasty
326,HungersHunt,1.0,Very very pathetic food I had to throw all my food as well as my money too  very very disappointing giving a poison in a face of food totally trust breaking work has been done by a zomato too
327,HungersHunt,1.0,I was expecting better The chicken wasnt even washed properly It was totally undercooked I regret wasting my money on it Why such a low quality
328,HungersHunt,3.0,Butter Chicken  Kadai Chicken  Handi Chicken  Gordon Butter Chicken  Chilly Chicken   Rating of taste   Bt i disappoint with the size of pieces its too small than avg pieces of Chicken and also not giving leg piece in half order of Chicken
329,HungersHunt,1.0,Curd not given in my order  aaloo not available in aaloo paratha  So aaloo paratha bad and not eat one piece  Try to better cook in next time
